CASEID,PresVote,Female,Black,Hisp,Other,Single,Divorced,Widowed,Age,HighestGrade,Income,PartyID,Race,Marital Status
699,1,0,1,0,0,0,0,0,51,13,22,6,black,Mar/Part
1864,0,1,0,0,0,0,0,0,82,13,22,6,white,Mar/Part
571,0,0,0,0,0,0,0,0,45,12,23,6,white,Mar/Part
938,0,0,0,0,0,0,0,0,45,17,24,6,white,Mar/Part
1304,0,0,0,0,0,0,0,0,71,17,24,6,white,Mar/Part
989,0,1,0,0,0,0,0,0,66,16,24,6,white,Mar/Part
153,0,0,0,0,0,0,0,0,42,15,24,6,white,Mar/Part
1861,0,1,0,0,0,0,0,0,38,17,25,6,white,Mar/Part
1244,0,1,0,0,0,0,0,0,40,17,25,6,white,Mar/Part
755,0,1,0,0,0,0,0,0,47,17,25,6,white,Mar/Part
1857,0,0,0,0,0,0,0,0,48,17,25,6,white,Mar/Part
2259,0,0,0,0,0,0,0,0,49,17,25,6,white,Mar/Part
1173,0,1,0,0,0,0,0,0,56,17,25,6,white,Mar/Part
1398,0,0,0,0,0,0,0,0,60,17,25,6,white,Mar/Part
1965,0,0,0,0,0,0,0,0,35,16,25,6,white,Mar/Part
1867,0,1,0,0,0,0,0,0,38,16,25,6,white,Mar/Part
340,0,0,0,0,0,0,0,0,46,16,25,6,white,Mar/Part
152,0,0,0,0,0,0,0,0,57,16,25,6,white,Mar/Part
1118,0,1,0,0,0,0,0,0,58,16,25,6,white,Mar/Part
205,0,0,0,0,0,1,0,0,41,16,25,6,white,Never Mar
1858,0,1,0,0,0,0,0,0,71,14,25,6,white,Mar/Part
141,0,1,0,0,0,0,0,0,53,13,25,6,white,Mar/Part
1778,0,0,0,0,0,0,0,0,66,13,25,6,white,Mar/Part
1561,0,1,0,0,0,0,0,0,54,12,25,6,white,Mar/Part
2321,0,0,0,0,0,0,0,0,64,12,25,6,white,Mar/Part
1361,1,1,0,1,0,0,0,0,44,10,25,6,Hisp,Mar/Part
1804,1,1,1,0,0,1,0,0,19,12,1,7,black,Never Mar
1446,1,0,1,0,0,1,0,0,24,12,1,7,black,Never Mar
2149,1,1,0,1,0,0,1,0,35,11,1,7,Hisp,Div/Sep
1029,1,1,1,0,0,1,0,0,47,12,2,7,black,Never Mar
743,1,1,1,0,0,0,1,0,49,13,4,7,black,Div/Sep
1690,0,1,0,0,0,0,0,1,82,12,4,7,white,Widowed
794,0,1,0,0,0,0,0,1,81,13,6,7,white,Widowed
305,1,1,1,0,0,0,1,0,45,16,7,7,black,Div/Sep
518,0,1,0,0,0,1,0,0,23,16,7,7,white,Never Mar
1377,0,0,0,0,0,1,0,0,21,15,7,7,white,Never Mar
1172,0,1,0,0,0,0,0,1,66,11,7,7,white,Widowed
83,1,1,1,0,0,0,0,1,75,10,7,7,black,Widowed
1776,1,1,1,0,0,0,0,0,54,12,8,7,black,Mar/Part
902,1,1,1,0,0,1,0,0,46,11,8,7,black,Never Mar
638,0,1,0,1,0,0,0,1,75,6,9,7,Hisp,Widowed
1267,0,0,0,0,0,1,0,0,23,12,10,7,white,Never Mar
2153,1,1,0,1,0,0,0,0,59,6,10,7,Hisp,Mar/Part
1387,0,0,0,0,0,1,0,0,21,13,11,7,white,Never Mar
1490,0,1,0,0,0,0,1,0,62,14,12,7,white,Div/Sep
1534,0,1,0,0,0,0,0,0,53,13,12,7,white,Mar/Part
1655,0,0,0,0,0,0,1,0,50,10,12,7,white,Div/Sep
647,0,0,0,0,0,0,0,0,77,12,13,7,white,Mar/Part
844,0,1,0,0,0,0,0,0,63,9,14,7,white,Mar/Part
2261,0,0,0,0,0,0,1,0,39,16,15,7,white,Div/Sep
1532,0,0,0,0,0,0,1,0,48,12,15,7,white,Div/Sep
1108,0,0,0,0,0,0,0,0,39,12,15,7,white,Mar/Part
1197,1,0,1,0,0,0,0,0,62,9,16,7,black,Mar/Part
423,0,1,0,0,0,0,0,0,61,14,17,7,white,Mar/Part
1551,0,1,0,0,0,0,0,0,36,12,17,7,white,Mar/Part
2096,1,1,0,1,0,0,0,0,37,12,17,7,Hisp,Mar/Part
242,0,0,0,1,0,0,0,0,44,12,17,7,Hisp,Mar/Part
1573,0,0,0,0,0,0,0,0,69,12,17,7,white,Mar/Part
1576,0,1,0,0,0,0,0,1,47,12,17,7,white,Widowed
1391,0,1,0,0,0,0,0,1,65,17,18,7,white,Widowed
2157,1,0,0,1,0,0,0,0,40,17,19,7,Hisp,Mar/Part
564,0,0,0,0,0,0,0,0,45,13,19,7,white,Mar/Part
631,0,0,0,1,0,0,0,0,53,14,20,7,Hisp,Mar/Part
374,0,0,0,0,0,0,0,0,60,15,21,7,white,Mar/Part
1997,0,0,0,0,0,0,0,0,46,14,21,7,white,Mar/Part
2146,0,0,0,1,0,0,0,0,72,6,22,7,Hisp,Mar/Part
985,0,0,0,0,0,0,0,0,31,16,23,7,white,Mar/Part
1646,0,0,0,0,0,0,0,0,51,15,23,7,white,Mar/Part
264,0,0,0,0,0,0,0,0,56,14,23,7,white,Mar/Part
1949,0,1,0,0,0,0,0,0,40,16,24,7,white,Mar/Part
684,0,0,0,0,0,0,0,0,50,16,25,7,white,Mar/Part
202,0,0,0,0,1,0,0,0,45,15,25,7,other,Mar/Part
2224,0,0,0,0,0,0,0,0,50,12,25,7,white,Mar/Part
